class_,condition,rep,lib,barcode,batch,nCounts,mito_pct, Immgen_type,sub_type,x,y,cell_id
Neutrophils,healthy,Healthy 1,h_1_1,bc0653,round1_20151128,2843,0.352,GN_Bl,N1,328.384606875,-768.314013478,h_1_1:bc0653
Neutrophils,healthy,Healthy 2,h_2_3,bc1272,round3_20160313,1278,0.078,GN_Arth_SynF,N1,206.682164479,-626.183108498,h_2_3:bc1272
Neutrophils,healthy,Healthy 1,h_1_1,bc1355,round1_20151128,2361,0.169,GN_Arth_SynF,N1,308.952442539,-713.990850293,h_1_1:bc1355
Neutrophils,healthy,Healthy 1,h_1_1,bc0478,round1_20151128,4076,0.221,GN_Arth_SynF,N1,24.8987178026,-782.309719654,h_1_1:bc0478
Neutrophils,healthy,Healthy 1,h_1_2,bc0222,round3_20160313,2165,0.092,GN_Bl,N1,-32.5700444445,-682.689181502,h_1_2:bc0222
Neutrophils,healthy,Healthy 1,h_1_1,bc0765,round1_20151128,3202,0.062,GN_Bl,N1,-45.0083444348,-764.313075659,h_1_1:bc0765
Neutrophils,healthy,Healthy 1,h_1_1,bc0195,round1_20151128,5151,0.155,GN_Arth_SynF,N1,213.980122068,-698.401129884,h_1_1:bc0195
Neutrophils,healthy,Healthy 1,h_1_1,bc0324,round1_20151128,4977,0,GN_Arth_SynF,N1,152.740119438,-762.497719108,h_1_1:bc0324
Neutrophils,healthy,Healthy 2,h_2_2,bc145,round3_20160313,3400,0,GN_Bl,N1,1.3524496795,-678.680245632,h_2_2:bc145
Neutrophils,healthy,Healthy 2,h_2_1,bc1317,round2_20151217,1046,0,GN_Arth_SynF,N1,307.738124051,-719.467979123,h_2_1:bc1317
Neutrophils,healthy,Healthy 1,h_1_1,bc0734,round1_20151128,3309,0.121,GN_Arth_SynF,N1,283.788826937,-773.748102368,h_1_1:bc0734
Neutrophils,healthy,Healthy 1,h_1_1,bc0670,round1_20151128,3593,0.028,GN_Bl,N1,122.339127122,-803.371757716,h_1_1:bc0670
Neutrophils,healthy,Healthy 1,h_1_1,bc0776,round1_20151128,2799,0.036,GN_Arth_SynF,N1,346.204343341,-737.901609057,h_1_1:bc0776
Neutrophils,healthy,Healthy 2,h_2_2,bc058,round3_20160313,3362,0.565,GN_Bl,N1,20.436165507,-716.646064084,h_2_2:bc058
Neutrophils,healthy,Healthy 2,h_2_1,bc0662,round2_20151217,1787,0,GN_Arth_SynF,N1,385.02747253,-779.394328055,h_2_1:bc0662
Neutrophils,healthy,Healthy 1,h_1_1,bc0494,round1_20151128,3970,0.025,GN_UrAc_PC,N1,318.062476384,-733.726987728,h_1_1:bc0494
Neutrophils,healthy,Healthy 1,h_1_1,bc0373,round1_20151128,4028,0.025,GN_Arth_SynF,N1,262.924182869,-768.926291481,h_1_1:bc0373
Neutrophils,healthy,Healthy 2,h_2_1,bc0878,round2_20151217,1719,0.175,GN_UrAc_PC,N1,328.347392968,-719.05834919,h_2_1:bc0878
Neutrophils,healthy,Healthy 1,h_1_2,bc0238,round3_20160313,2174,0.046,GN_Bl,N1,-56.9689503079,-694.237084866,h_1_2:bc0238
Neutrophils,healthy,Healthy 2,h_2_3,bc0499,round3_20160313,1918,0.678,GN_Arth_SynF,N1,376.955258651,-712.292058656,h_2_3:bc0499
Neutrophils,healthy,Healthy 1,h_1_1,bc0989,round1_20151128,3437,0.058,GN_Bl,N1,-13.519572601,-787.383398272,h_1_1:bc0989
Neutrophils,healthy,Healthy 2,h_2_3,bc1245,round3_20160313,1279,0,GN_Arth_SynF,N1,106.5773273,-767.285809423,h_2_3:bc1245
Neutrophils,healthy,Healthy 2,h_2_3,bc0769,round3_20160313,1746,0.057,GN_Arth_SynF,N1,392.513191646,-662.695055991,h_2_3:bc0769
Neutrophils,healthy,Healthy 1,h_1_2,bc0152,round3_20160313,2231,0,GN_Arth_SynF,N1,73.693915903,-695.131785928,h_1_2:bc0152
Neutrophils,healthy,Healthy 2,h_2_3,bc0815,round3_20160313,2420,0.496,GN_Arth_SynF,N1,166.051015376,-614.890786464,h_2_3:bc0815
Neutrophils,healthy,Healthy 1,h_1_2,bc1000,round3_20160313,1365,0.073,GN_Bl,N1,12.6251660896,-673.696567536,h_1_2:bc1000
Neutrophils,healthy,Healthy 1,h_1_1,bc0414,round1_20151128,3316,0.03,GN_Bl,N1,169.592701564,-771.735397253,h_1_1:bc0414
Neutrophils,healthy,Healthy 2,h_2_3,bc0323,round3_20160313,2226,0.09,GN_Arth_SynF,N1,148.857074982,-688.235090865,h_2_3:bc0323
Neutrophils,healthy,Healthy 1,h_1_2,bc0319,round3_20160313,1565,0.064,GN_Arth_SynF,N1,169.017137205,-628.398788008,h_1_2:bc0319
Neutrophils,healthy,Healthy 2,h_2_3,bc0072,round3_20160313,3610,0.388,GN_Arth_SynF,N1,310.504482304,-651.342291279,h_2_3:bc0072
Neutrophils,healthy,Healthy 2,h_2_3,bc0756,round3_20160313,2426,0.371,GN_Arth_SynF,N1,351.292551594,-608.758597373,h_2_3:bc0756
Neutrophils,healthy,Healthy 2,h_2_1,bc0991,round2_20151217,2043,0,GN_Bl,N1,221.905071652,-746.965566079,h_2_1:bc0991
Neutrophils,healthy,Healthy 1,h_1_2,bc0257,round3_20160313,1905,0.42,GN_Arth_SynF,N1,317.59844886,-692.685249145,h_1_2:bc0257
Neutrophils,healthy,Healthy 2,h_2_3,bc1223,round3_20160313,1150,0.522,GN_Arth_SynF,N1,227.11175826,-729.307754392,h_2_3:bc1223
Neutrophils,healthy,Healthy 1,h_1_2,bc0316,round3_20160313,1907,0.262,GN_Arth_SynF,N1,21.7507055379,-663.342867467,h_1_2:bc0316
Neutrophils,healthy,Healthy 2,h_2_3,bc0436,round3_20160313,2944,0.034,GN_Arth_SynF,N1,116.607160044,-659.792449337,h_2_3:bc0436
Neutrophils,healthy,Healthy 2,h_2_3,bc1297,round3_20160313,1496,0.735,GN_Bl,N1,144.055388798,-630.325977746,h_2_3:bc1297
Neutrophils,healthy,Healthy 2,h_2_3,bc1115,round3_20160313,1419,0.141,GN_Bl,N1,81.585502573,-663.285105842,h_2_3:bc1115
Neutrophils,healthy,Healthy 2,h_2_3,bc1352,round3_20160313,1635,0.183,GN_Bl,N1,146.707151379,-606.122789048,h_2_3:bc1352
Neutrophils,healthy,Healthy 2,h_2_3,bc0722,round3_20160313,1370,0.292,GN_Arth_SynF,N1,180.537835337,-682.709110558,h_2_3:bc0722
Neutrophils,healthy,Healthy 1,h_1_2,bc1214,round3_20160313,1257,0,GN_Arth_SynF,N1,373.868756988,-635.008915124,h_1_2:bc1214
Neutrophils,healthy,Healthy 1,h_1_2,bc0147,round3_20160313,2789,0.036,GN_Arth_SynF,N1,323.122071431,-612.494701405,h_1_2:bc0147
Neutrophils,healthy,Healthy 1,h_1_1,bc0011,round1_20151128,9781,0.092,GN_Arth_SynF,N1,276.814100297,-775.915207431,h_1_1:bc0011
Neutrophils,healthy,Healthy 1,h_1_1,bc0123,round1_20151128,7549,0.278,GN_Bl,N1,-158.665516646,-771.58206431,h_1_1:bc0123
Neutrophils,healthy,Healthy 2,h_2_2,bc596,round3_20160313,1522,0.197,GN_Arth_SynF,N1,384.597053117,-632.404505156,h_2_2:bc596
Neutrophils,healthy,Healthy 2,h_2_2,bc685,round3_20160313,1383,9.906,GN_Bl,N1,-37.6450608766,-711.385899755,h_2_2:bc685
Neutrophils,healthy,Healthy 2,h_2_3,bc0009,round3_20160313,5572,0.144,GN_Bl,N1,151.951945483,-699.446654317,h_2_3:bc0009
Neutrophils,healthy,Healthy 1,h_1_2,bc0926,round3_20160313,1176,0.34,GN_Arth_SynF,N1,102.234524055,-653.433579131,h_1_2:bc0926
Neutrophils,healthy,Healthy 2,h_2_2,bc550,round3_20160313,1520,0,GN_Arth_SynF,N1,353.069948805,-669.732861528,h_2_2:bc550
Neutrophils,healthy,Healthy 2,h_2_3,bc1324,round3_20160313,1186,0.084,GN_Bl,N1,85.1177621462,-709.564698586,h_2_3:bc1324
Neutrophils,healthy,Healthy 1,h_1_1,bc0642,round1_20151128,3674,0.136,GN_Bl,N1,57.1937765628,-791.707236066,h_1_1:bc0642
Neutrophils,healthy,Healthy 2,h_2_3,bc0396,round3_20160313,1974,0.101,GN_Bl,N1,-45.3682456751,-707.069094812,h_2_3:bc0396
Neutrophils,healthy,Healthy 1,h_1_1,bc0762,round1_20151128,3454,0.376,GN_Bl,N1,-49.5771763986,-773.780383781,h_1_1:bc0762
Neutrophils,healthy,Healthy 1,h_1_1,bc0810,round1_20151128,2867,0.14,GN_Arth_SynF,N1,230.104962927,-747.224697258,h_1_1:bc0810
Neutrophils,healthy,Healthy 2,h_2_3,bc0461,round3_20160313,1881,0,GN_Bl,N1,244.352101513,-789.911003745,h_2_3:bc0461
Neutrophils,healthy,Healthy 2,h_2_3,bc0175,round3_20160313,3314,0.422,GN_Bl,N1,226.562681859,-674.553105064,h_2_3:bc0175
Neutrophils,healthy,Healthy 2,h_2_1,bc0908,round2_20151217,2108,0,GN_Bl,N1,270.52992537,-790.395299574,h_2_1:bc0908
Neutrophils,healthy,Healthy 1,h_1_1,bc1568,round1_20151128,1808,0,GN_Arth_SynF,N1,409.217201529,-716.165608367,h_1_1:bc1568
Neutrophils,healthy,Healthy 1,h_1_2,bc0831,round3_20160313,1733,0.462,GN_Arth_SynF,N1,372.583707877,-617.042697255,h_1_2:bc0831
Neutrophils,healthy,Healthy 1,h_1_1,bc0034,round1_20151128,6628,0.136,GN_Arth_SynF,N1,126.85188129,-797.620235059,h_1_1:bc0034
Neutrophils,healthy,Healthy 1,h_1_2,bc1291,round3_20160313,1274,0.392,GN_Arth_SynF,N1,195.495969687,-629.075741771,h_1_2:bc1291
Neutrophils,healthy,Healthy 2,h_2_3,bc0992,round3_20160313,1475,0.203,GN_Bl,N1,-12.31791009,-676.708544405,h_2_3:bc0992
Neutrophils,healthy,Healthy 2,h_2_1,bc0094,round2_20151217,2787,0.072,GN_Arth_SynF,N1,228.870197459,-806.990118117,h_2_1:bc0094
Neutrophils,healthy,Healthy 1,h_1_1,bc0485,round1_20151128,3458,0.145,GN_Arth_SynF,N1,111.9690042,-804.162907593,h_1_1:bc0485
Neutrophils,healthy,Healthy 1,h_1_2,bc1227,round3_20160313,1253,0.319,GN_Arth_SynF,N2,285.5070985,-692.565853338,h_1_2:bc1227
Neutrophils,healthy,Healthy 2,h_2_3,bc0260,round3_20160313,2385,0,GN_Bl,N1,86.5403608134,-709.377978299,h_2_3:bc0260
Neutrophils,healthy,Healthy 2,h_2_1,bc0617,round2_20151217,1697,0.118,GN_Bl,N1,312.835486739,-784.612412345,h_2_1:bc0617
Neutrophils,healthy,Healthy 1,h_1_2,bc0781,round3_20160313,1962,0,GN_Arth_SynF,N1,161.33355371,-691.609681038,h_1_2:bc0781
Neutrophils,healthy,Healthy 2,h_2_3,bc0831,round3_20160313,2457,0,GN_Bl,N1,-40.9218015179,-671.07499469,h_2_3:bc0831
Neutrophils,healthy,Healthy 2,h_2_1,bc0743,round2_20151217,1906,0.052,GN_Bl,N1,36.5741191672,-802.145213195,h_2_1:bc0743
Neutrophils,healthy,Healthy 1,h_1_1,bc0905,round1_20151128,2914,0.412,GN_Arth_SynF,N1,347.538696135,-723.941425255,h_1_1:bc0905
Neutrophils,healthy,Healthy 1,h_1_1,bc0995,round1_20151128,3159,0.095,GN_Arth_SynF,N1,20.3123359836,-724.085447137,h_1_1:bc0995
Neutrophils,healthy,Healthy 2,h_2_1,bc1429,round2_20151217,1122,0,GN_Bl,N1,338.426094153,-717.380466334,h_2_1:bc1429
Neutrophils,healthy,Healthy 1,h_1_2,bc0517,round3_20160313,1411,0.921,GN_Arth_SynF,N1,387.889526868,-712.869696733,h_1_2:bc0517
Neutrophils,healthy,Healthy 2,h_2_1,bc0139,round2_20151217,3479,0,GN_Bl,N1,77.1119626867,-792.939306029,h_2_1:bc0139
Neutrophils,healthy,Healthy 1,h_1_1,bc0795,round1_20151128,4119,0.024,GN_Arth_SynF,N1,79.4061422778,-735.57826547,h_1_1:bc0795
Neutrophils,healthy,Healthy 2,h_2_2,bc421,round3_20160313,2270,0.22,GN_UrAc_PC,N1,376.247104944,-648.542170863,h_2_2:bc421
Neutrophils,healthy,Healthy 1,h_1_1,bc1354,round1_20151128,2081,0,GN_Bl,N1,328.921062013,-636.827539783,h_1_1:bc1354
Neutrophils,healthy,Healthy 1,h_1_1,bc1703,round1_20151128,1173,0.171,GN_Bl,N1,146.056858741,-753.991586225,h_1_1:bc1703
Neutrophils,healthy,Healthy 1,h_1_2,bc1233,round3_20160313,1222,0.245,GN_Arth_SynF,N1,492.874748845,-696.879588592,h_1_2:bc1233
Neutrophils,healthy,Healthy 2,h_2_3,bc0584,round3_20160313,1997,0.05,GN_Arth_SynF,N1,264.826361391,-644.696953105,h_2_3:bc0584
Neutrophils,healthy,Healthy 2,h_2_3,bc0716,round3_20160313,2427,0.33,GN_Arth_SynF,N1,330.391919475,-662.556050997,h_2_3:bc0716
Neutrophils,healthy,Healthy 1,h_1_1,bc0550,round1_20151128,4151,0.385,GN_Bl,N1,130.136434006,-747.192970031,h_1_1:bc0550
Neutrophils,healthy,Healthy 1,h_1_2,bc1248,round3_20160313,1096,0.091,GN_Arth_SynF,N1,274.049112761,-630.000864127,h_1_2:bc1248
Neutrophils,healthy,Healthy 1,h_1_1,bc1032,round1_20151128,3166,0.063,GN_Arth_SynF,N1,331.68084704,-720.296216583,h_1_1:bc1032
Neutrophils,healthy,Healthy 2,h_2_1,bc1255,round2_20151217,1380,0.072,GN_Bl,N1,153.013250331,-819.813307204,h_2_1:bc1255
Neutrophils,healthy,Healthy 2,h_2_3,bc0745,round3_20160313,1816,0.11,GN_Bl,N1,78.1623152575,-676.198304253,h_2_3:bc0745
Neutrophils,healthy,Healthy 2,h_2_3,bc0554,round3_20160313,2103,0.333,GN_Arth_SynF,N1,310.030781851,-712.036817939,h_2_3:bc0554
Neutrophils,healthy,Healthy 1,h_1_2,bc0639,round3_20160313,1422,0.07,GN_Arth_SynF,N1,151.639871536,-651.898908748,h_1_2:bc0639
Neutrophils,healthy,Healthy 2,h_2_1,bc0401,round2_20151217,2807,0.499,GN_Bl,N1,132.742949657,-794.642515606,h_2_1:bc0401
Neutrophils,healthy,Healthy 2,h_2_2,bc204,round3_20160313,2117,0.283,GN_Arth_SynF,N1,396.992361076,-658.412372368,h_2_2:bc204
Neutrophils,healthy,Healthy 2,h_2_2,bc103,round3_20160313,2294,0.523,GN_Arth_SynF,N1,391.984038706,-782.172402481,h_2_2:bc103
Neutrophils,healthy,Healthy 2,h_2_1,bc1091,round2_20151217,1401,0,GN_Arth_SynF,N1,355.674573063,-735.142420366,h_2_1:bc1091
Neutrophils,healthy,Healthy 1,h_1_1,bc0979,round1_20151128,2486,0.322,GN_Arth_SynF,N1,406.421064313,-717.725106154,h_1_1:bc0979
Neutrophils,healthy,Healthy 1,h_1_1,bc0806,round1_20151128,3385,0.059,GN_Bl,N1,-28.9375759264,-773.306352388,h_1_1:bc0806
Neutrophils,healthy,Healthy 2,h_2_1,bc0454,round2_20151217,2274,0.132,GN_Arth_SynF,N1,350.677001348,-794.828824683,h_2_1:bc0454
Neutrophils,healthy,Healthy 2,h_2_1,bc0821,round2_20151217,1803,0,GN_Bl,N1,58.005320122,-816.723402814,h_2_1:bc0821
Neutrophils,healthy,Healthy 2,h_2_3,bc0855,round3_20160313,1795,0.334,GN_Bl,N1,333.647869885,-652.333816054,h_2_3:bc0855
Neutrophils,healthy,Healthy 1,h_1_1,bc1054,round1_20151128,2934,0.409,GN_Bl,N1,100.278404977,-774.938895411,h_1_1:bc1054
Neutrophils,healthy,Healthy 2,h_2_1,bc0492,round2_20151217,2046,0.049,GN_Arth_SynF,N1,259.432551686,-844.820535584,h_2_1:bc0492
Neutrophils,healthy,Healthy 1,h_1_1,bc0372,round1_20151128,3948,0.507,GN_Arth_SynF,N1,-109.170635958,-774.732140812,h_1_1:bc0372
Neutrophils,healthy,Healthy 2,h_2_3,bc1380,round3_20160313,1373,2.039,GN_Arth_SynF,N1,447.903997275,-705.497819018,h_2_3:bc1380
Neutrophils,healthy,Healthy 1,h_1_1,bc0176,round1_20151128,5110,0.196,GN_Bl,N1,106.293002862,-794.238872655,h_1_1:bc0176
Neutrophils,healthy,Healthy 1,h_1_2,bc1316,round3_20160313,1263,1.188,GN_Arth_SynF,N1,192.571160188,-652.729174965,h_1_2:bc1316
Neutrophils,healthy,Healthy 2,h_2_1,bc0029,round2_20151217,3365,0.03,GN_Arth_SynF,N1,51.2322915301,-817.996664873,h_2_1:bc0029
Neutrophils,healthy,Healthy 2,h_2_1,bc0304,round2_20151217,2399,0.459,GN_Arth_SynF,N1,221.014779915,-834.92865417,h_2_1:bc0304
Neutrophils,healthy,Healthy 2,h_2_2,bc406,round3_20160313,2294,0.305,GN_Arth_SynF,N1,353.272262881,-667.362368935,h_2_2:bc406
Neutrophils,healthy,Healthy 1,h_1_1,bc0606,round1_20151128,3287,0.061,GN_Arth_SynF,N1,118.814951254,-781.583568219,h_1_1:bc0606
Neutrophils,healthy,Healthy 2,h_2_3,bc1179,round3_20160313,1119,0,GN_Bl,N1,79.3630479111,-725.553106562,h_2_3:bc1179
Neutrophils,healthy,Healthy 2,h_2_1,bc1141,round2_20151217,1605,0,GN_Bl,N1,293.602452701,-731.844706511,h_2_1:bc1141
Neutrophils,healthy,Healthy 2,h_2_1,bc1071,round2_20151217,1495,0,GN_Bl,N1,70.935238709,-806.908774944,h_2_1:bc1071
Neutrophils,healthy,Healthy 1,h_1_1,bc0403,round1_20151128,4019,0.224,GN_Arth_SynF,N1,269.976956363,-784.829721551,h_1_1:bc0403
Neutrophils,healthy,Healthy 1,h_1_2,bc1061,round3_20160313,1032,0.678,GN_Arth_SynF,N1,347.773755766,-680.669409464,h_1_2:bc1061
Neutrophils,healthy,Healthy 1,h_1_1,bc1010,round1_20151128,2950,0.203,GN_Arth_SynF,N1,332.809773123,-762.985799541,h_1_1:bc1010
Neutrophils,healthy,Healthy 2,h_2_1,bc0351,round2_20151217,3106,0,GN_Arth_SynF,N1,156.248625193,-831.806905263,h_2_1:bc0351
Neutrophils,healthy,Healthy 1,h_1_1,bc0675,round1_20151128,3162,0.316,GN_Bl,N1,266.298788757,-763.043570006,h_1_1:bc0675
Neutrophils,healthy,Healthy 2,h_2_1,bc0448,round2_20151217,2275,0.044,GN_Bl,N1,149.729552496,-800.489339679,h_2_1:bc0448
Neutrophils,healthy,Healthy 2,h_2_3,bc0881,round3_20160313,2561,0.43,GN_Bl,N1,-59.9105977167,-674.094464117,h_2_3:bc0881
Neutrophils,healthy,Healthy 2,h_2_1,bc0354,round2_20151217,2651,0,GN_Bl,N2,472.39142715,-921.821629373,h_2_1:bc0354
Neutrophils,healthy,Healthy 1,h_1_1,bc1433,round1_20151128,2065,0,GN_Arth_SynF,N1,354.121482412,-762.473217323,h_1_1:bc1433
Neutrophils,healthy,Healthy 2,h_2_3,bc0898,round3_20160313,1660,0.06,GN_Arth_SynF,N1,402.365885634,-668.777362567,h_2_3:bc0898
Neutrophils,healthy,Healthy 1,h_1_1,bc1409,round1_20151128,2615,0.115,GN_Arth_SynF,N1,289.069784937,-733.355458741,h_1_1:bc1409
Neutrophils,healthy,Healthy 1,h_1_2,bc1152,round3_20160313,1172,0.171,GN_Arth_SynF,N1,368.660855614,-663.038001804,h_1_2:bc1152
Neutrophils,healthy,Healthy 2,h_2_1,bc0464,round2_20151217,2926,0,GN_Bl,N1,43.6234558264,-794.529764283,h_2_1:bc0464
Neutrophils,healthy,Healthy 2,h_2_1,bc0934,round2_20151217,1773,0.056,GN_Arth_SynF,N1,327.647565259,-793.35725273,h_2_1:bc0934
Neutrophils,healthy,Healthy 1,h_1_1,bc0301,round1_20151128,5890,0.051,GN_Bl,N1,71.9826652122,-766.486585126,h_1_1:bc0301
Neutrophils,healthy,Healthy 1,h_1_1,bc1293,round1_20151128,2231,0,GN_Arth_SynF,N1,405.679210092,-792.951711339,h_1_1:bc1293
Neutrophils,healthy,Healthy 2,h_2_1,bc0588,round2_20151217,1954,0.154,GN_Arth_SynF,N1,346.409916942,-829.311988659,h_2_1:bc0588
Neutrophils,healthy,Healthy 2,h_2_1,bc0806,round2_20151217,1846,0.758,GN_Bl,N1,-126.045753223,-798.130639135,h_2_1:bc0806
Neutrophils,healthy,Healthy 1,h_1_1,bc1702,round1_20151128,1182,0.254,GN_Bl,N1,389.856293228,-702.678337274,h_1_1:bc1702
Neutrophils,healthy,Healthy 2,h_2_3,bc0170,round3_20160313,3720,0.134,GN_Bl,N1,203.56260297,-651.612269691,h_2_3:bc0170
Neutrophils,healthy,Healthy 1,h_1_2,bc0091,round3_20160313,3342,0.449,GN_Arth_SynF,N1,60.481604093,-641.464028766,h_1_2:bc0091
Neutrophils,healthy,Healthy 1,h_1_2,bc0754,round3_20160313,1304,0.077,GN_Arth_SynF,N1,240.150229524,-639.573308417,h_1_2:bc0754
Neutrophils,healthy,Healthy 1,h_1_1,bc1234,round1_20151128,3085,0.032,GN_Arth_SynF,N1,377.94459829,-699.989964423,h_1_1:bc1234
Neutrophils,healthy,Healthy 2,h_2_3,bc0592,round3_20160313,1688,0.237,GN_Arth_SynF,N1,424.817206146,-667.303703959,h_2_3:bc0592
Neutrophils,healthy,Healthy 1,h_1_2,bc0344,round3_20160313,2555,0.157,GN_Arth_SynF,N1,121.988542906,-677.493190444,h_1_2:bc0344
Neutrophils,healthy,Healthy 2,h_2_1,bc0585,round2_20151217,2041,0,GN_Bl,N1,281.221732165,-819.611844334,h_2_1:bc0585
Neutrophils,healthy,Healthy 1,h_1_2,bc0979,round3_20160313,1821,1.483,GN_Arth_SynF,N1,74.6979852788,-656.10428479,h_1_2:bc0979
Neutrophils,healthy,Healthy 1,h_1_2,bc0808,round3_20160313,2075,0.145,GN_Bl,N1,-4.22618029699,-642.457110463,h_1_2:bc0808
Neutrophils,healthy,Healthy 2,h_2_3,bc0964,round3_20160313,1524,0.066,GN_Bl,N1,92.1221523237,-695.838012081,h_2_3:bc0964
Neutrophils,healthy,Healthy 2,h_2_3,bc0204,round3_20160313,2319,0.129,GN_Bl,N1,248.561730075,-733.606191014,h_2_3:bc0204
Neutrophils,healthy,Healthy 1,h_1_2,bc0510,round3_20160313,1410,0.142,GN_Arth_SynF,N1,13.7405419442,-646.091262524,h_1_2:bc0510
Neutrophils,healthy,Healthy 2,h_2_1,bc0654,round2_20151217,2647,0.416,GN_Bl,N1,54.2774026097,-790.230861216,h_2_1:bc0654
Neutrophils,healthy,Healthy 1,h_1_2,bc0469,round3_20160313,1806,0.111,GN_Arth_SynF,N1,-49.0619726144,-677.978098568,h_1_2:bc0469
Neutrophils,healthy,Healthy 1,h_1_1,bc1036,round1_20151128,3084,0.065,GN_Arth_SynF,N1,259.408033777,-675.308698248,h_1_1:bc1036
Neutrophils,healthy,Healthy 1,h_1_1,bc1009,round1_20151128,2833,0.071,GN_Bl,N1,201.453345757,-775.423192081,h_1_1:bc1009
Neutrophils,healthy,Healthy 2,h_2_2,bc290,round3_20160313,2072,0,GN_Arth_SynF,N1,55.9925440782,-690.682404256,h_2_2:bc290
Neutrophils,healthy,Healthy 1,h_1_2,bc1033,round3_20160313,1630,0.613,GN_Arth_SynF,N1,51.0540632691,-667.052453739,h_1_2:bc1033
Neutrophils,healthy,Healthy 2,h_2_3,bc0418,round3_20160313,1971,0.051,GN_Bl,N1,241.110671493,-770.045684347,h_2_3:bc0418
Neutrophils,healthy,Healthy 1,h_1_1,bc1662,round1_20151128,1316,0,GN_Bl,N1,132.302576649,-788.59538559,h_1_1:bc1662
Neutrophils,healthy,Healthy 2,h_2_1,bc0594,round2_20151217,2274,0,GN_Bl,N1,-14.0894812768,-791.4340875,h_2_1:bc0594
Neutrophils,healthy,Healthy 1,h_1_1,bc0599,round1_20151128,3482,0.402,GN_Arth_SynF,N1,78.0202282106,-737.903753017,h_1_1:bc0599
Neutrophils,healthy,Healthy 1,h_1_1,bc0228,round1_20151128,4862,0.041,GN_Bl,N1,-61.9581843662,-762.50764822,h_1_1:bc0228
Neutrophils,healthy,Healthy 2,h_2_1,bc0340,round2_20151217,2114,0.095,GN_Arth_SynF,N1,131.153445082,-828.186912606,h_2_1:bc0340
Neutrophils,healthy,Healthy 1,h_1_2,bc0360,round3_20160313,1721,0.174,GN_Arth_SynF,N1,216.088409686,-632.866450141,h_1_2:bc0360
Neutrophils,healthy,Healthy 1,h_1_1,bc0876,round1_20151128,3167,0.063,GN_Bl,N1,159.360318327,-749.302747393,h_1_1:bc0876
Neutrophils,healthy,Healthy 1,h_1_1,bc0581,round1_20151128,3664,0.136,GN_Arth_SynF,N1,181.02370415,-757.514622722,h_1_1:bc0581
Neutrophils,healthy,Healthy 1,h_1_1,bc0764,round1_20151128,3631,0.11,GN_Arth_SynF,N1,89.5533464511,-721.270405416,h_1_1:bc0764
Neutrophils,healthy,Healthy 2,h_2_1,bc0353,round2_20151217,2527,0.079,GN_Bl,N1,13.5045052517,-800.808989626,h_2_1:bc0353
Neutrophils,healthy,Healthy 2,h_2_1,bc0730,round2_20151217,2034,0,GN_Arth_SynF,N1,426.836715995,-778.146594538,h_2_1:bc0730
Neutrophils,healthy,Healthy 1,h_1_1,bc0193,round1_20151128,5411,0,GN_Bl,N1,-86.159289147,-747.8572988,h_1_1:bc0193
Neutrophils,healthy,Healthy 2,h_2_3,bc0969,round3_20160313,1648,0.061,GN_Arth_SynF,N1,287.168564262,-673.543392757,h_2_3:bc0969
Neutrophils,healthy,Healthy 1,h_1_2,bc0250,round3_20160313,1787,0,GN_Arth_SynF,N1,374.017263562,-659.045950816,h_1_2:bc0250
Neutrophils,healthy,Healthy 1,h_1_2,bc0477,round3_20160313,1585,0.442,GN_Arth_SynF,N1,29.5714709566,-688.039658134,h_1_2:bc0477
Neutrophils,healthy,Healthy 1,h_1_2,bc0069,round3_20160313,3116,1.027,GN_Bl,N1,46.6576941545,-642.508974899,h_1_2:bc0069
Neutrophils,healthy,Healthy 2,h_2_3,bc0720,round3_20160313,2412,0,GN_Bl,N1,-34.8424485518,-718.257366581,h_2_3:bc0720
Neutrophils,healthy,Healthy 2,h_2_3,bc0387,round3_20160313,1870,0.428,GN_Arth_SynF,N1,470.867357146,-661.502024038,h_2_3:bc0387
Neutrophils,healthy,Healthy 2,h_2_3,bc0580,round3_20160313,1987,0.453,GN_Bl,N1,156.850950117,-697.896387727,h_2_3:bc0580
Neutrophils,healthy,Healthy 2,h_2_2,bc438,round3_20160313,2028,0,GN_Bl,N1,-69.9880374389,-693.100291921,h_2_2:bc438
Neutrophils,healthy,Healthy 2,h_2_3,bc1102,round3_20160313,1786,0.056,GN_Arth_SynF,N1,174.224000624,-627.999626021,h_2_3:bc1102
Neutrophils,healthy,Healthy 2,h_2_1,bc0649,round2_20151217,2248,0,GN_Arth_SynF,N1,355.632772875,-754.84181859,h_2_1:bc0649
Neutrophils,healthy,Healthy 1,h_1_1,bc1095,round1_20151128,2533,0.079,GN_Arth_SynF,N1,324.948471504,-697.816013704,h_1_1:bc1095
Neutrophils,healthy,Healthy 2,h_2_1,bc0932,round2_20151217,1563,0.192,GN_Arth_SynF,N1,377.264604229,-777.052322671,h_2_1:bc0932
Neutrophils,healthy,Healthy 1,h_1_1,bc0907,round1_20151128,3430,0.233,GN_Arth_SynF,N1,160.364106395,-769.047139703,h_1_1:bc0907
Neutrophils,healthy,Healthy 2,h_2_3,bc0726,round3_20160313,1787,0.056,GN_Bl,N1,-88.8565811534,-697.716517,h_2_3:bc0726
Neutrophils,healthy,Healthy 2,h_2_3,bc1326,round3_20160313,1265,0.553,GN_Arth_SynF,N1,282.533593551,-707.244893259,h_2_3:bc1326
